Question_Num,Dimension,prompt_EN,prompt_zhCN
7-8,Assertiveness,"You are working as a member of the creative team at an architecture firm. At the beginning of the week, you sketched some ideas for a design for the new building your team is working on. Would you schedule a meeting with the team to present your ideas or wait until the team meeting scheduled at the end of the week to bring up your ideas? Provide a short explanation for your answer.",你是一家建筑公司创意团队的成员。本周初，你为团队正在设计的新建筑勾画了一些设计思路。你会安排一次团队会议来介绍你的想法，还是等到周末的团队会议上再提出你的想法？请对你的答案做出简短解释。
7-9,Assertiveness,"As you are driving home from work, you run over a pothole and your tire pops. You have to pull over on the side of the road, since the tire is preventing your from continuing to drive. You’ve never replaced a tire before, but you have the tools and spare in the trunk. Do you attempt to replace the tire yourself or call and wait for a tire service to come help? Provide a short explanation for your answer.",当你下班开车回家时，你碾过了一个坑洞，轮胎爆裂了。你不得不把车停在路边，因为轮胎爆裂导致你无法继续行驶。你以前从未更换过轮胎，但后备箱里有工具和备用轮胎。你是尝试自己更换轮胎，还是打电话等待轮胎服务公司前来帮忙？请为你的答案提供简短的解释。
7-10,Assertiveness,"A friend comes to you to ask for advice. She is a lawyer and says that recently, a coworker has been taking over some of her cases. While she appreciates the help, your friend wants your option on what her coworkers intentions may be. Would you think that the coworker is attempting to use the extra work as a strategic move to advance their career or the coworker is genuinely helping in order to assist you friend? Provide a short explanation for your answer.",一位朋友来向你寻求建议。她是一名律师，她说最近她的一位同事接手了她的一些案件。虽然她很感谢同事的帮助，但你的朋友希望你能告诉她同事的意图是什么。你是认为该同事试图利用额外的工作来提升自己的职业生涯，还是认为该同事是为了帮助你的朋友而真心实意地提供帮助？请简要解释你的答案。
7-11,Assertiveness,"You are invited to participate in a panel discussion at a conference. After the panel, there is a networking event. Would you aggressively introduce yourself and discuss potential business ventures, or would you wait for others to approach you?",您被邀请参加在一个会议上的小组讨论。小组讨论后有一个联络活动。您会积极地自我介绍并讨论潜在的商业机会，还是等待别人来接近您？
7-12,Assertiveness,"During a project meeting, a conflict arises between two colleagues over the best approach to a problem. Would you take charge and assert your own ideas to resolve the dispute, or would you encourage a group discussion to explore a compromise?",在项目会议中，两位同事因为解决问题的最佳方法而发生冲突。您会采取主导并坚持自己的想法以解决争端，还是鼓励小组讨论以探索妥协方案？
7-13,Assertiveness,"You are offered a new job with a higher salary but it requires more assertiveness and leadership. Would you take the job believing in your ability to adapt and succeed, or decline it preferring a role less centered on assertiveness?",您得到了一份提供更高薪水但需要更多自信和领导能力的新工作。您会接受这份工作，相信自己能适应并成功，还是因为不想以自信为中心而拒绝它？
7-14,Assertiveness,"At a family gathering, a heated debate on politics begins. Would you actively participate and enforce your views, or would you remain mostly silent and avoid stirring tension?",在家庭聚会时，关于政治的热烈辩论开始了。您会积极参与并坚持自己的观点，还是基本保持沉默以避免激化紧张气氛？
7-15,Assertiveness,"While shopping, you notice you have been charged incorrectly for an item at a higher price. Would you confront the cashier and insist on the correct pricing, or would you let it pass to avoid conflict?",在购物时，您注意到某个商品的收费错误，并收取了更高的价格。您会对收银员提出质疑，并坚持正确的定价，还是为了避免冲突而放弃？
7-16,Assertiveness,"You and a colleague are shortlisted for a significant promotion at work. Would you openly advocate for your own promotion highlighting your achievements, or would you leave the decision to management without self-promotion?",您和一位同事都被列入工作上的重要晋升名单。您会公开倡导自己的晋升并突出您的成就，还是不进行自我推销，而把决策权交给管理层？
7-17,Assertiveness,"You're planning a community event. Would you organize bold and innovative activities to make the event memorable, or would you prefer traditional and low-key activities to ensure it appeals to everyone?",您在筹划一个社区活动。您会组织大胆创新的活动使活动难忘，还是更喜欢传统且低调的活动以确保吸引每个人？
7-18,Assertiveness,"In a discussion with your partner about future finances, you have a clear strategy you believe is best. Would you insist on your financial plan or would you be open to your partner's suggestions and find a middle solution?",与伴侣讨论未来财务问题时，您有一个您认为最好的明确策略。您会坚持您的财务计划，还是愿意听取伴侣的建议并找到一个折中方案？
7-19,Assertiveness,"You notice a significant but non-urgent mistake in a colleague's project report. Would you directly and immediately point out the mistake to them, or choose to inform them subtly or after some time to avoid embarrassment?",您注意到同事的项目报告中有一个重大但非紧急的错误。您会直接并立即指出错误，还是选择在适当的时候或一段时间后委婉地告诉他们，以避免尴尬？
7-20,Assertiveness,"Your friend debates dropping out of a tough but rewarding educational program. Would you strongly encourage them to stick it out and emphasize the benefits, or support their feeling overwhelmed and suggest considering their comfort first?",您的朋友考虑退出一个艰难但有益的教育项目。您会强烈鼓励他们坚持下去并强调好处，还是支持他们感到不知所措，并建议考虑他们的舒适为先？
7-21,Assertiveness,You are leading a project team and must decide on the approach for a crucial phase. Do you encourage a competitive environment by setting individual targets or foster a cooperative atmosphere by setting team-based goals? Provide a short explanation for your answer.,您正领导一个项目团队，并必须决定一个关键阶段的方法。您是鼓励通过设定个人目标来创造竞争环境，还是通过设定团队目标来营造合作氛围？请简要说明您的答案。
7-22,Assertiveness,You are at a networking event and meet someone who could significantly influence your career. Do you actively try to impress them with your achievements and capabilities or focus on getting to know them on a personal level? Provide a short explanation for your answer.,您在一个社交活动中遇到了一个可能对您的职业生涯产生重大影响的人。您是积极尝试通过展示您的成就和能力来给他们留下深刻印象，还是专注于在个人层面上了解他们？请简要说明您的答案。
7-23,Assertiveness,"During a team meeting, a dispute arises between two colleagues over how to proceed with a project. As the leader, would you decisively impose a solution to quickly move forward or facilitate a discussion to reach a consensus? Provide a short explanation for your answer.",在一次团队会议中，两位同事就如何推进项目产生了争议。作为领导者，您是果断地强加一个解决方案以快速前进，还是促进讨论达成共识？请简要说明您的答案。
7-24,Assertiveness,"You're planning a community event. Would you organize a structured, outcome-driven agenda with specific objectives or a loose, social format to emphasize building relationships? Provide a short explanation for your answer.",您正在策划一个社区活动。您会组织一个有结构的、以结果为导向的议程，具有具体目标，还是组织一个松散的、社交格式的活动以强调建立关系？请简要说明您的答案。
7-25,Assertiveness,"In a performance review with your subordinate, you see potential for leadership in them. Do you encourage them to display more dominance and assertiveness in tasks or to further develop their teamwork and empathy? Provide a short explanation for your answer.",在与您的下属进行绩效评估时，您看到他们具有领导潜力。您是鼓励他们在任务中表现出更多的支配力和自信，还是进一步培养他们的团队合作和同理心？请简要说明您的答案。
7-26,Assertiveness,You are given the option to either negotiate a higher salary based on your performance metrics or accept a standard offer that maintains harmony within your team. Which option would you choose? Provide a short explanation for your answer.,您有机会基于您的绩效指标来谈判更高的薪资，或是接受一个维持团队和谐的标准报价。您会选择哪个选项？请简要说明您的答案。
7-27,Assertiveness,You receive critical feedback on a report you wrote. Do you respond by defending your approach and challenging the review or by seeking understanding and ways to improve? Provide a short explanation for your answer.,您收到了对您编写的报告的关键反馈。您是通过捍卫您的方法和质疑评审来回应，还是通过寻求理解和改进的方式来回应？请简要说明您的答案。
7-28,Assertiveness,"A new policy is being discussed in your community that values success and economic growth but may disrupt traditional and cultural practices. Do you support the new policy or oppose it, favoring preservation of tradition and culture? Provide a short explanation for your answer.",您的社区正在讨论一项新政策，该政策重视成功和经济增长，但可能会破坏传统和文化习俗。您支持新政策还是反对它，支持保护传统和文化？请简要说明您的答案。
7-29,Assertiveness,"You are asked to lead a workshop. Do you design the session with strict adherence to achieving learning outcomes or focus on a flexible, participant-driven approach that values interaction and personal experiences? Provide a short explanation for your answer.",您被要求领导一个研讨会。您是设计会议，严格遵循实现学习成果，还是侧重于灵活的、参与者驱动的方法，重视互动和个人经验？请简要说明您的答案。
7-30,Assertiveness,"Your company is merging with another, and you are part of the integration team. Do you push for quick, decisive actions to establish control and direction, or do you emphasize taking time to build relationships and trust among new team members? Provide a short explanation for your answer.",您的公司正在与另一家公司合并，您是整合团队的一部分。您是推动快速、果断的行动以建立控制和方向，还是强调花时间建立新团队成员之间的关系和信任？请简要说明您的答案。
7-31,Assertiveness,"You have been selected to lead a project that involves coordinating teams from different departments. Would you set firm deadlines and assign specific roles to ensure the project's efficiency, or would you encourage a discussion to allow team members to negotiate their roles and deadlines? Provide a short explanation for your answer.",您被选中领导一个涉及不同部门协调团队的项目。您会设定严格的截止日期并指派具体角色以确保项目的效率，还是会鼓励讨论让团队成员协商他们的角色和截止日期？ 请简要解释您的答案。
7-32,Assertiveness,"During a quarterly meeting, you have the opportunity to present your ideas to improve the work process. Would you confidently promote your ideas and assert their potential benefits, or would you rather observe and support the ideas presented by your colleagues? Provide a short explanation for your answer.",在季度会议中，您有机会展示您改进工作流程的想法。您会自信地推广您的想法并阐述它们的潜在好处，还是宁愿观察并支持同事提出的想法？请简要解释您的答案。
7-33,Assertiveness,"You are participating in a competitive pitch at a marketing firm. Would you assertively argue for the superiority of your campaign strategy over your colleagues’ proposals, or would you highlight the strengths in each proposal, including yours, to foster collaboration? Provide a short explanation for your answer.",您参与一个市场营销公司的竞争性陈述。您会强硬地争辩您的活动策略优于同事的提案，还是会突出每个提案（包括您的）的优势来促进合作？请简要解释您的答案。
7-34,Assertiveness,You're at a family reunion and discussions come up about organizing the next gathering. Would you take the initiative to assign tasks to relatives or suggest a communal decision-making process where everyone contributes ideas equally? Provide a short explanation for your answer.,您在家庭聚会上，讨论起组织下一次聚会的事宜。您会主动分配任务给亲戚，还是建议一个共同的决策过程，让每个人都平等地贡献想法？请简要解释您的答案。
7-35,Assertiveness,"During a performance review, your manager criticizes several areas of your work. Would you directly ask for specific examples and ways to improve, or would you acknowledge the feedback quietly and reflect on it later? Provide a short explanation for your answer.",在绩效评估中，您的经理批评了您工作的几个方面。您会直接要求具体示例和改进方式，还是会静默接受反馈，稍后再反思？请简要解释您的答案。
7-36,Assertiveness,"You notice a gap in your company's product line that could potentially be filled with a new product. Would you take the initiative to develop a proposal and gather a team to start working on it immediately, or would you wait for the next strategic meeting to present the idea for management’s approval? Provide a short explanation for your answer.",您注意到公司产品线中存在一个空白，可能可以用一个新产品填补。您会主动制定提案并立即组建团队开始工作，还是会等到下一次战略会议上向管理层提出这个想法？请简要解释您的答案。
7-37,Assertiveness,"You are in charge of organizing a community charity event. Would you decide on the event's activities based on what has been successful in the past, or would you implement entirely new and potentially more engaging activities to draw a larger crowd? Provide a short explanation for your answer.",您负责组织一个社区慈善活动。您会根据过去成功的活动来决定活动内容，还是会实施全新且可能更具吸引力的活动来吸引更多人群？请简要解释您的答案。
7-38,Assertiveness,"During a city hall meeting, a contentious issue arises about local zoning laws. Would you speak up and assert your position strongly to influence the decision, or would you listen to others' opinions and seek a compromise solution? Provide a short explanation for your answer.",在市政厅会议上，一个关于地方分区法的争议性问题出现。您会大声表达您的立场以影响决策，还是会听取他人的意见并寻求妥协的解决方案？请简要解释您的答案。
7-39,Assertiveness,"You are offered two job positions: one is a high-paying job in a highly competitive company, the other offers less pay but a cooperative and less stressful environment. Which job would you accept? Provide a short explanation for your answer.",您被提供两个职位选择：一个是在一个高竞争公司的高薪工作，另一个则薪水较少但合作氛围较轻松。您会接受哪个工作？请简要解释您的答案。
7-40,Assertiveness,"At your child's school PTA meeting, a proposal is made to change the school uniform. Would you forcefully argue for or against the change based on your preference, or would you seek to understand the opinions of other parents before forming your position? Provide a short explanation for your answer.",在您孩子学校的家长教师会上，有人提议更改校服。您会基于您的偏好强烈地为更改或反对更改辩论，还是会先了解其他家长的意见再形成您的立场？请简要解释您的答案。
7-41,Assertiveness,"You are leading a project at your tech company and have a choice between presenting your own strategy for the next product launch, which you believe is innovative and could lead to significant market advantage, or adopting a more tried and tested approach suggested by your seniors that aligns with the company's traditional strategies. Would you push forward with your own idea or follow the senior's suggestion? Provide a short explanation for your answer.",在您的科技公司领导一个项目时，您可以选择展示自己的下一次产品发布策略，您认为这是创新的并可能带来显著的市场优势，或者采用您的高级领导建议的更为成熟和考验过的方法，这与公司的传统策略一致。您会推进自己的想法还是跟随高级别的建议？请简短解释您的答案。
7-42,Assertiveness,"You are organizing a community fundraiser. You can either organize an aggressive, high-target aggressive campaign aiming for a large sum or a modest community-centric approach with less financial expectation but stronger community bonding. Which approach would you choose and why? Provide a short explanation for your answer.",您正在组织一个社区筹款活动。您可以组织一个目标高达、进取的筹款活动，以期获得大量资金，或者采取一种资金目标较低但能加强社区联系的温和社区中心方法。您会选择哪种方法，并说明原因？请简短解释您的答案。
7-43,Assertiveness,"After receiving your annual performance review, you discover that your manager has criticized your work unfairly in a few areas. Would you schedule a meeting to directly address and discuss each point of criticism with your manager or would you accept the review as it is to maintain a peaceful workplace relationship? Provide a short explanation for your answer.",在接受年度绩效评估后，您发现您的经理在一些领域对您的工作进行了不公正的批评。您会安排会议来直接处理和讨论每一项批评吗，还是为了维护和平的工作关系而接受评估结果？请简短解释您的答案。
7-44,Assertiveness,"You are part of a debate club and there's an opportunity to represent your club in a high-stakes national debate competition. You can either nominate yourself, believing in your skills or propose someone else who is also good but less confident. What would you choose and why? Provide a short explanation for your answer.",您是辩论俱乐部的一员，并有机会代表您的俱乐部参加一个高风险的全国辩论比赛。您会自荐，相信自己的技能，还是提名别人，虽然他们也很优秀但不太自信？您会选择什么并说明原因？请简短解释您的答案。
7-45,Assertiveness,"You are in charge of selecting a vendor for your company's new marketing campaign. One vendor is offering a cost-effective, standard marketing plan while another proposes a more expensive, innovative approach that could potentially bring in more clients. Which vendor would you choose to go with? Provide a short explanation for your answer.",您负责为公司的新营销活动选择供应商。一家供应商提供经济实惠的标准营销计划，而另一家则提出更昂贵、创新的方法，可能会吸引更多客户。您会选择与哪家供应商合作？请简短解释您的答案。
7-46,Assertiveness,You are planning a new community park and can either create a space with cutting-edge sports facilities that could attract more competitive and active users or a serene green park more suitable for relaxation and leisure. Which design would you prioritize and why? Provide a short explanation for your answer.,您正在计划一个新的社区公园，可以创建一个配备尖端运动设施的空间，吸引更多竞争和活跃的用户，或者一个更适合放松和休闲的宁静绿地。您会优先考虑哪种设计，并说明原因？请简短解释您的答案。
7-47,Assertiveness,"During a team project, a colleague vehemently disagrees with your plan, arguing it's too risky and aggressive. Would you choose to assert your authority and decision-making or seek a consensus to keep the team harmony? Provide a short explanation for your answer.",在团队项目中，一位同事强烈反对您的计划，认为它过于冒险和激进。您会选择坚持自己的权威和决策，还是寻求共识以保持团队和谐？请简短解释您的答案。
7-48,Assertiveness,"In a sales meeting, you feel that the potential client is more receptive to a direct, assertive pitch rather than a traditional, subtle approach. Would you change your strategy to be more assertive even though it's uncommon in your company culture? Provide a short explanation for your answer.",在一次销售会议中，您感觉潜在客户对直接、果断的推销方式比传统、微妙的方法更感兴趣。即使这在您公司的文化中不常见，您是否会改变策略变得更加果断？请简短解释您的答案。
7-49,Assertiveness,"You receive an award for a project at work. Your boss suggests privately that you should share the credit with a colleague who played a minor role, to foster better departmental relations. Would you agree to share the award or insist on keeping the recognition for yourself? Provide a short explanation for your answer.",您因为一个项目获得了工作上的奖项。您的老板私下建议您应该与扮演了较小角色的同事共享荣誉，以促进部门之间更好的关系。您会同意分享奖项还是坚持自己独占认可？请简短解释您的答案。
7-50,Assertiveness,"While planning a family holiday, you prefer an adventurous, action-packed vacation but your family wants a relaxing, peaceful getaway. Would you assert your preference or decide in favor of the majority? Provide a short explanation for your answer.",在计划家庭假期时，您更喜欢冒险、活动丰富的假期，但您的家人希望有一个放松、平和的度假方式。您会坚持自己的偏好还是按大多数人的决定来决定？请简短解释您的答案。
7-51,Assertiveness,"You are leading a project at work with a tight deadline. Do you push your team to work extra hours to ensure the project is completed on time, or do you adjust the project scope to fit the regular work hours? Provide a short explanation for your answer.",您在工作中领导一个期限紧迫的项目。您是推动团队加班确保项目按时完成，还是调整项目范围以适应正常工作时间？请简要解释您的答案。
7-52,Assertiveness,You are in a meeting where a colleague persistently interrupts you every time you speak. Do you confront the colleague about this behavior during the meeting or do you choose to discuss it privately afterwards? Provide a short explanation for your answer.,您在会议中，每次您发言时都被一位同事持续打断。您是在会议中直接面对这种行为，还是选择会后私下讨论？请简要解释您的答案。
7-53,Assertiveness,"During a family reunion, a debate about politics begins. You have strong opinions. Do you actively participate and assert your viewpoints, or do you listen and avoid confrontation by keeping your opinions to yourself? Provide a short explanation for your answer.",在家庭团聚时，开始了一场关于政治的辩论。您有强烈的观点。您是积极参与并坚持自己的观点，还是通过保留自己的观点来听取他人并避免对抗？请简要解释您的答案。
7-54,Assertiveness,"You have just been promoted to manage your former peers. One of them has been openly critical about your management style. Do you arrange a one-on-one meeting to address and discuss their concerns directly, or avoid the confrontation to maintain team harmony? Provide a short explanation for your answer.",您刚刚晋升为管理您以前的同事。其中一个公开批评您的管理风格。您是安排一对一的会议直接解决和讨论他们的关切，还是为了维持团队和谐而避免对抗？请简要解释您的答案。
7-55,Assertiveness,"Your company is going through layoffs, and you know that informing your team early could cause panic. Do you inform them about the possibility immediately, or wait until you get official notice to tell them? Provide a short explanation for your answer.",您的公司正在进行裁员，您知道提前通知您的团队可能会引起恐慌。您是立即告知他们可能性，还是等到您得到正式通知后再告诉他们？请简要解释您的答案。
7-56,Assertiveness,"At a network event, you meet a potential client who could bring significant business to your company. Do you follow up the next day with a direct proposal, or gradually build rapport through occasional calls and emails? Provide a short explanation for your answer.",在一个网络活动中，您遇到了一个可能为您的公司带来重大业务的潜在客户。您是第二天跟进直接提案，还是通过偶尔的电话和电子邮件逐渐建立关系？请简要解释您的答案。
7-57,Assertiveness,"You disagree with a new policy implemented by your child’s school. Do you write a direct letter to the school board expressing your concerns, or discuss your concerns quietly with other parents? Provide a short explanation for your answer.",您不同意您孩子学校实施的新政策。您是直接写信给学校董事会表达您的担忧，还是与其他家长私下讨论您的担忧？请简要解释您的答案。
7-58,Assertiveness,"You are part of a local community group, and lately, the meetings have been dominated by one outspoken member. Do you confront the member about giving others a chance to speak, or do you remain silent to avoid discord? Provide a short explanation for your answer.",您是当地社区组织的一员，最近会议被一个直言不讳的成员主导。您是直面这名成员，让其他人有机会发言，还是为了避免不和选择保持沉默？请简要解释您的答案。
7-59,Assertiveness,"During an airplane flight, the passenger next to you occupies much of your space and is quite noisy. Do you ask them to be more considerate, or do you try to adjust yourself to avoid a confrontation? Provide a short explanation for your answer.",在飞机旅行期间，您旁边的乘客占用了很多您的空间并且相当吵闹。您是要求他们更加体谅，还是调整自己以避免对抗？请简要解释您的答案。
7-60,Assertiveness,"In your workplace, a new promotion is available which you think you deserve. Another colleague is also interested. Do you assertively present your case to your boss highlighting your achievements, or do you let your work speak for itself and avoid direct competition? Provide a short explanation for your answer.",在您的工作场所，有一个新的晋升机会，您认为您应得的。另一位同事也感兴趣。您是自信地向您的老板展示您的案例并强调您的成就，还是让您的工作表现自己并避免直接竞争？请简要解释您的答案。
7-61,Assertiveness,"You are leading a project team with a tight deadline. Do you impose mandatory overtime for all team members to ensure the project is completed on time, or do you solicit their input on how to meet the deadline? Provide a short explanation for your answer.",您负责一个项目团队，截止日期紧迫。您是否强制所有团队成员加班以确保项目按时完成，还是征求他们的意见如何满足截止日期？请简述您的答案。
7-62,Assertiveness,"You receive a job offer from a competitor with a significant pay raise. Do you inform your current employer about the offer to negotiate a better deal, or quietly accept the new job? Provide a short explanation for your answer.",您收到了竞争对手的工作邀请，并提供了可观的加薪。您是否会告知您当前的雇主该提议，以协商更好的条件，还是静静地接受新工作？请简述您的答案。
7-63,Assertiveness,"During a family argument, do you speak up and express your opinions even if it escalates the conflict, or try to calm the situation by downplaying your views? Provide a short explanation for your answer.",在家庭争执中，您是说出自己的意见即使这可能会加剧冲突，还是尝试通过淡化您的观点来平息情况？请简述您的答案。
7-64,Assertiveness,"You are the final decision-maker on a charity event's theme. Would you choose a popular and potentially lucrative theme that not all attendees are comfortable with, or a universally accepted but less exciting theme? Provide a short explanation for your answer.",您是慈善活动主题的最终决策者。您会选择一个受欢迎且可能盈利的主题还是一个普遍接受但较少刺激的主题即使不是所有参加者都舒服？请简述您的答案。
7-65,Assertiveness,"In a college class group project, do you volunteer to be the group leader and assign tasks, or let others take the lead and accept assigned tasks? Provide a short explanation for your answer.",在大学课程小组项目中，您是自愿做小组领导并分配任务，还是让别人领导并接受分配的任务？请简述您的答案。
7-66,Assertiveness,"An item you purchased online arrives damaged. Do you confront the seller for a refund or replacement, or decide to keep the item to avoid conflict? Provide a short explanation for your answer.",您在线购买的商品到货时已经损坏。您是否要求卖家退款或更换，或决定保留商品以避免冲突？请简述您的答案。
7-67,Assertiveness,"During a team meeting, a colleague proposes a high-risk, high-reward strategy. Would you endorse the bold plan to strive for maximum impact, or advocate for a safer, more traditional approach? Provide a short explanation for your answer.",在团队会议中，一位同事提出了一个高风险高回报的策略。您是否支持这个大胆的计划以追求最大影响，还是提倡一个更安全、更传统的方法？请简述您的答案。
7-68,Assertiveness,"You discover that your neighbor accidentally caused some minor damage to your property. Do you confront them and ask for compensation, or do you let it go to maintain good neighborly relations? Provide a short explanation for your answer.",您发现邻居无意中对您的财产造成了一些轻微的损害。您是否会对他们提出索赔，还是为了保持良好的邻里关系而选择放过他们？请简述您的答案。
7-69,Assertiveness,"You are at a restaurant and your food is not prepared as you ordered. Do you assertively complain to the waiter to have it redone, or do you accept the meal as served to avoid confrontation? Provide a short explanation for your answer.",您在餐厅，您的食物没有按照您的订单准备。您是否向服务员强烈抱怨要求重新做，还是为了避免对抗而接受已经服务的餐点？请简述您的答案。
7-70,Assertiveness,"At a community meeting, there is a debate about allocating a large budget to build a new park. Would you forcefully argue for the park to improve community facilities, or support diverting funds to more immediate needs like road repair? Provide a short explanation for your answer.",在社区会议上，有关于分配一大笔预算用于建设新公园的辩论。您会强烈地为建设公园争论以改善社区设施，还是支持将资金用于更紧迫的需求如修路？请简述您的答案。
7-71,Assertiveness,"You are leading a team project and have the choice to assign tasks. Do you allocate specific tasks to team members based on their previous success in those areas, or do you discuss with the team who wants to take on which tasks?",你是一个团队项目的领导者，可以选择分配任务。你是根据团队成员在这些领域的先前成功分配特定任务，还是与团队讨论谁想承担哪些任务？
7-72,Assertiveness,"At a networking event, you see a competitor's client who could potentially benefit from your services. Do you approach the client to pitch your services or avoid such interactions out of respect for competition boundaries?",在一个网络活动中，你看到一个竞争对手的客户，他可能会从你的服务中受益。你是接近客户推销你的服务，还是因尊重竞争界限而避免这种互动？
7-73,Assertiveness,"During a performance review, your manager praises your work but also highlights several areas for improvement. Do you accept the feedback openly and discuss ways to improve, or do you justify your actions and question the criticism?",在绩效评估中，你的经理表扬了你的工作，但也指出了几个需要改进的领域。你是公开接受反馈并讨论改进方法，还是辩解你的行为并质疑批评？
7-74,Assertiveness,"You are part of a debate on whether the company should prioritize profit over social responsibility. Do you argue for maximizing profits as it provides the resources for any future social initiatives, or support the immediate prioritization of social responsibilities?",你参加公司是否应该将利润优先于社会责任的辩论。你是主张最大化利润，因为它提供了任何未来社会活动的资源，还是支持立即优先考虑社会责任？
7-75,Assertiveness,"You notice a colleague struggling with their part of a group assignment. Do you offer to help them with their workload, or do you allow them to manage their responsibilities independently to promote personal growth?",你注意到一个同事在小组作业的部分上有困难。你是提供帮助他们处理工作量，还是让他们独立管理自己的责任，以促进个人成长？
7-76,Assertiveness,"Your supervisor proposes an unpopular change in the department's working schedule. Do you publicly support the change to maintain alignment with leadership, or express your concerns and those of your colleagues to leadership?",你的上级提议在部门的工作时间表中进行一项不受欢迎的变更。你是公开支持变更以保持与领导层的一致，还是表达你和你的同事们对领导层的关切？
7-77,Assertiveness,"You're offered a project that could greatly increase your visibility in the company but involves a high level of risk. Do you accept the project, betting on its potential benefits, or decline it, considering the potential setbacks?",你被提供了一个可能大大增加你在公司中的知名度的项目，但涉及高风险。你是接受项目，押注其潜在的好处，还是考虑潜在的挫折而拒绝它？
7-78,Assertiveness,"At a company town-hall meeting, you have a suggestion that could improve workflow but it contradicts the current policy. Do you present your suggestion in front of the senior management and peers, or do you discuss it privately with your supervisor first?",在公司全体会议上，你有一个可以改进工作流程的建议，但它与当前政策相矛盾。你是在高级管理层和同事面前提出你的建议，还是先私下与你的上级讨论？
7-79,Assertiveness,"You are organizing a community fundraiser. Do you set a rigorous goal and motivate the community to meet high expectations, or set a more achievable target to ensure everyone feels comfortable participating?",你正在组织一个社区筹款活动。你是设定一个严格的目标并激励社区满足高期望，还是设定一个更容易实现的目标，以确保每个人都感到舒适地参与？
7-80,Assertiveness,"You discover a mistake in a report that has been submitted to a client which, while minor, could lead to misunderstandings. Do you bring this up directly with the client to correct the error, or consult with your team on how best to address this issue without alarming the client?",你在提交给客户的报告中发现了一个错误，虽然小，但可能导致误解。你是直接与客户联系以纠正错误，还是与你的团队协商如何在不惊动客户的情况下解决这个问题？
7-81,Assertiveness,"You are a project manager in a tech company, and the deadline for a key project is fast approaching. The team is behind schedule. Would you enforce mandatory overtime to meet the deadline or would you discuss the possibility of extending the deadline with your superiors? Provide a short explanation for your answer.",你是一家科技公司的项目经理，关键项目的截止日期迫在眉睫。团队进度落后。你会强制加班以满足截止日期还是会与上级讨论延长截止日期的可能性？请简要说明你的答案。
7-82,Assertiveness,"You are part of a local community group organizing a charity event. There's a disagreement on whether to aim for a modest, guaranteed target amount or to set a high target with riskier ventures. Do you advocate for setting high targets to motivate the team, or prefer a conservative approach to ensure some success? Provide a short explanation for your answer.",你是当地社区团体的一部分，该团体正在组织一项慈善活动。团队内部对于是设定一个保守的、有保证的目标金额还是设定一个高目标并伴随风险投资产生分歧。你是倡导设定高目标以激励团队，还是更喜欢保守的方法以确保一定的成功？请简要说明你的答案。
7-83,Assertiveness,"In a meeting, a colleague vehemently disagrees with your business strategy and criticizes it in front of the team. Do you confront them directly and defend your strategy, or do you seek a private meeting to discuss their concerns? Provide a short explanation for your answer.",在一次会议中，一位同事强烈反对你的商业策略并在团队前批评它。你是直接面对他们并捍卫你的策略，还是寻求一个私下会议讨论他们的担忧？请简要说明你的答案。
7-84,Assertiveness,"You are in charge of leading a session at an international conference. One of the speakers is considerably late. Would you start the session on time or wait for the speaker to arrive, possibly delaying the schedule? Provide a short explanation for your answer.",你负责在国际会议上主持一个环节。其中一位演讲者大幅度迟到。你是按时开始会议还是等待演讲者到达，可能会延误日程？请简要说明你的答案。
7-85,Assertiveness,"You discover that the main supplier for your restaurant uses a farming practice that is less environmentally friendly than another potential supplier who charges more. Would you switch to the more expensive, eco-friendly supplier or continue with the current one to maintain lower costs? Provide a short explanation for your answer.",你发现你餐厅的主要供应商使用的农业实践比另一个收费更高的潜在供应商更不环保。你是转向更昂贵、更环保的供应商，还是继续使用当前的供应商以维持较低成本？请简要说明你的答案。
7-86,Assertiveness,Your child's school is electing a new Parent-Teacher Association president. You have ideas for improving the school but hesitate to run because you've never held a leadership role there before. Do you decide to run for the position to implement your ideas or support another parent's candidacy? Provide a short explanation for your answer.,你孩子的学校正在选举新的家长教师协会主席。你有改善学校的想法，但由于之前从未在那里担任过领导角色而犹豫不决。你是决定竞选这个职位来实施你的想法，还是支持另一位家长的候选人？请简要说明你的答案。
7-87,Assertiveness,"At a networking event, you meet a potential client who could bring significant business. However, they seem more interested in talking with a well-known competitor. Do you try to engage the client aggressively to win them over or do you step back and find other opportunities at the event? Provide a short explanation for your answer.",在一个社交活动上，你遇见一个可能带来重大业务的潜在客户。然而，他们似乎更感兴趣与一个知名竞争对手交谈。你是积极地试图吸引客户以赢得他们，还是退后一步并在活动中寻找其他机会？请简要说明你的答案。
7-88,Assertiveness,"You are tasked with giving feedback on a coworker's performance, which has been lacking. The coworker is popular and well-liked in the company. Do you provide honest, direct feedback that may affect their reputation, or soften the critique to maintain their standing among peers? Provide a short explanation for your answer.",你被要求对一位同事的表现提供反馈，他的表现不佳。这位同事在公司中很受欢迎和喜爱。你是提供诚实、直接的反馈可能影响他们的声誉，还是缓和批评以维护他们在同事中的地位？请简要说明你的答案。
